"country","month","ur"
"Bulgaria","2015-06",10.5
"Bulgaria","2015-07",10.1
"Bulgaria","2015-08",9.8
"Bulgaria","2015-09",9.4
"Bulgaria","2015-10",9.1
"Bulgaria","2015-11",9
"Bulgaria","2015-12",9
"Bulgaria","2016-01",9
"Bulgaria","2016-02",9.1
"Bulgaria","2016-03",9.1
"Bulgaria","2016-04",9
"Bulgaria","2016-05",8.9
"Bulgaria","2016-06",8.8
"Bulgaria","2016-07",8.6
"Bulgaria","2016-08",8.4
"Bulgaria","2016-09",8.3
"Bulgaria","2016-10",8.1
"Bulgaria","2016-11",7.8
"Bulgaria","2016-12",7.6
"Bulgaria","2017-01",7.5
"Bulgaria","2017-02",7.4
"Bulgaria","2017-03",7.3
"Bulgaria","2017-04",7.2
"Bulgaria","2017-05",7.1
"Bulgaria","2017-06",7.2
"Bulgaria","2017-07",7.3
"Bulgaria","2017-08",7.3
"Bulgaria","2017-09",7.1
"Bulgaria","2017-10",6.9
"Bulgaria","2017-11",6.8
"Bulgaria","2017-12",6.6
"Bulgaria","2018-01",6.4
"Bulgaria","2018-02",6.3
"Bulgaria","2018-03",6.2
"Bulgaria","2018-04",6.3
"Bulgaria","2018-05",6.3
"Bulgaria","2018-06",6.3
"Bulgaria","2018-07",6.4
"Bulgaria","2018-08",6.4
"Bulgaria","2018-09",6.2
"Bulgaria","2018-10",6
"Bulgaria","2018-11",5.7
"Bulgaria","2018-12",5.6
"Bulgaria","2019-01",5.7
"Bulgaria","2019-02",5.6
"Bulgaria","2019-03",5.3
"Bulgaria","2019-04",5.1
"Bulgaria","2019-05",4.9
"Bulgaria","2019-06",5
"Bulgaria","2019-07",5
"Bulgaria","2019-08",5
"Bulgaria","2019-09",5
"Bulgaria","2019-10",5.1
"Bulgaria","2019-11",5.2
"Bulgaria","2019-12",5.2
"Bulgaria","2020-01",5.1
"Bulgaria","2020-02",5
"Bulgaria","2020-03",5.2
"Bulgaria","2020-04",6.7
"Bulgaria","2020-05",6.7
"Bulgaria","2020-06",6.4
"Bulgaria","2020-07",6.1
"Bulgaria","2020-08",6.1
"Bulgaria","2020-09",6.3
"Bulgaria","2020-10",6.4
"Bulgaria","2020-11",6.3
"Bulgaria","2020-12",6.2
"Bulgaria","2021-01",6
"Bulgaria","2021-02",5.9
"Bulgaria","2021-03",5.7
"Bulgaria","2021-04",5.5
"Bulgaria","2021-05",5.4
"Bulgaria","2021-06",5.2
"Bulgaria","2021-07",5
"Bulgaria","2021-08",4.9
"Bulgaria","2021-09",4.8
"Bulgaria","2021-10",4.6
"Bulgaria","2021-11",4.6
"Bulgaria","2021-12",4.5
"Bulgaria","2022-01",4.4
"Bulgaria","2022-02",4.4
"Bulgaria","2022-03",4.4
"Bulgaria","2022-04",4.4
"Bulgaria","2022-05",4.4
"Bulgaria","2022-06",4.3
"Bulgaria","2022-07",4.1
"Bulgaria","2022-08",4
"Bulgaria","2022-09",3.9
"Bulgaria","2022-10",3.8
"Bulgaria","2022-11",3.9
"Bulgaria","2022-12",4
"Bulgaria","2023-01",4
"Bulgaria","2023-02",4
"Bulgaria","2023-03",4.2
"Bulgaria","2023-04",4.4
"Bulgaria","2023-05",4.5
"Bulgaria","2023-06",4.5
"Bulgaria","2023-07",4.5
"Bulgaria","2023-08",4.4
"Bulgaria","2023-09",4.4
"Bulgaria","2023-10",4.4
"Bulgaria","2023-11",4.3
"Bulgaria","2023-12",4.4
"Bulgaria","2024-01",4.6
"Bulgaria","2024-02",4.7
"Bulgaria","2024-03",4.6
"Bulgaria","2024-04",4.3
"Bulgaria","2024-05",4.1
"Bulgaria","2024-06",4
"Bulgaria","2024-07",4
"Bulgaria","2024-08",3.9
"Bulgaria","2024-09",4
"Bulgaria","2024-10",4.1
"Bulgaria","2024-11",4
"Bulgaria","2024-12",3.8
"Bulgaria","2025-01",3.6
"Bulgaria","2025-02",3.5
"Bulgaria","2025-03",3.4
"Bulgaria","2025-04",3.4
"Bulgaria","2025-05",3.5
"Bulgaria","2025-06",3.7
"Bulgaria","2025-07",3.8
"Bulgaria","2025-08",3.8
"Bulgaria","2025-09",3.6
"Bulgaria","2025-10",3.4
"Bulgaria","2025-11",3.3
"Bulgaria","2025-12",3.2
"Bulgaria","2026-01",3.1
"Czechia","1983-01",NA
"Czechia","1983-02",NA
"Czechia","1983-03",NA
"Czechia","1983-04",NA
